"cluster_id",x,y,z
2,"-14.9323","3.72167","-6.63899"
2,"-14.98","30.2482","7.55329"
0,"-29.004","-18.7894","-17.0811"
2,"-15.0056","33.0942","3.90175"
2,"-15.0258","-8.1909","14.6363"
2,"-15.0399","30.7704","-10.9298"
2,"-15.0438","18.8312","-1.18904"
2,"-15.0782","-7.91281","14.1029"
2,"-15.1045","7.76574","-6.51415"
2,"-15.1452","-0.811435","-6.53086"
2,"-15.2599","31.6934","7.09894"
2,"-15.2735","32.0985","9.0515"
2,"-15.6332","41.5893","26.4889"
0,"-29.1459","17.6353","-26.6247"
2,"-15.8051","-37.6679","16.9873"
2,"-15.9593","29.5175","2.73081"
2,"-15.9762","39.5991","2.50895"
2,"-16.0252","12.9548","-12.3303"
2,"-16.0731","30.7957","6.10629"
2,"-16.168","25.8091","-16.1073"
2,"-16.1784","29.7784","8.24249"
2,"-16.189","3.30796","19.8933"
2,"-16.2459","3.49509","20.6794"
2,"-16.3024","15.9757","5.94236"
0,"-0.772982","12.64","40.8114"
0,"-29.5847","1.33336","28.146"
2,"-16.3422","5.40482","21.576"
2,"-16.401","-4.59955","10.1678"
2,"-16.4406","30.5856","9.05645"
2,"-16.5977","29.8179","7.0679"
2,"-16.6342","43.1699","27.3104"
2,"-16.7657","28.4434","6.27689"
2,"-16.7927","5.61285","24.0353"
2,"-16.885","31.1875","7.74987"
2,"-16.8892","4.46202","21.5672"
2,"-16.916","25.4821","-3.49041"
0,"-29.6952","-14.5296","-18.1146"
2,"-17.0406","32.2122","6.84409"
2,"-17.1796","15.6131","5.30651"
2,"-17.2202","41.7071","28.2783"
2,"-17.271","30.2485","4.05067"
2,"-17.282","28.7554","7.79401"
2,"-17.3119","9.05583","17.2446"
2,"-17.3261","40.5088","26.9422"
2,"-17.3462","9.74494","-14.4729"
2,"-17.3749","20.3648","3.43237"
2,"-17.3953","4.11801","22.139"
0,"-3.01119","10.148","40.1687"
2,"-17.4187","11.0454","14.6402"
2,"-17.4578","-6.47537","-27.0871"
2,"-17.4583","18.2709","-12.187"
2,"-17.4792","29.3675","6.48036"
2,"-17.5225","13.6105","2.53664"
2,"-17.5535","8.66321","17.4147"
2,"-17.6258","28.7166","6.60485"
2,"-17.6505","8.41417","20.3966"
2,"-17.7654","7.91487","11.7382"
2,"-17.9134","30.365","8.27998"
0,"-3.04458","19.6129","42.6229"
2,"-17.9285","30.1382","6.03669"
2,"-17.9855","14.6754","14.2628"
2,"-18.0304","42.0204","25.7594"
2,"-18.2889","29.4124","6.42993"
2,"-18.363","4.88491","22.7765"
2,"-18.5074","11.4332","16.4947"
2,"-18.5742","26.7497","7.8588"
2,"-18.6586","5.6209","19.5436"
2,"-18.6864","35.6595","-2.20451"
2,"-18.8439","17.9206","-12.0235"
0,"-3.04797","-0.218822","54.1545"
2,"-19.0109","35.6484","-1.01391"
2,"-19.1416","30.2815","-4.12007"
2,"-19.1927","28.267","8.54207"
2,"-19.233","17.023","-6.70096"
2,"-19.6069","18.7277","-13.6278"
2,"-19.697","-6.0327","1.45747"
2,"-19.7341","17.3252","-6.57206"
2,"-19.7535","28.7304","6.41712"
2,"-19.9223","21.8676","7.4774"
2,"-2.01453","17.8578","-1.05252"
0,"-3.0508","9.68256","50.2069"
2,"-2.01498","27.7472","17.7101"
2,"-2.02748","68.4781","1.79344"
2,"-2.04094","67.8698","0.403966"
2,"-2.04429","64.0202","2.41212"
2,"-2.08657","18.2749","-13.3227"
2,"-2.17061","-29.1675","2.72679"
2,"-2.2009","33.5314","-10.3969"
2,"-2.26948","35.3276","-10.055"
2,"-2.34282","43.8355","24.194"
2,"-2.34299","45.4779","23.2824"
0,"-3.08848","17.7099","34.1654"
2,"-2.35881","46.3061","26.0595"
2,"-2.38101","42.3636","-8.98277"
2,"-2.38732","37.0348","-0.944339"
2,"-2.44206","40.2777","-9.80744"
2,"-2.49673","37.0537","0.294846"
2,"-2.55687","37.5929","1.17947"
2,"-2.57888","-37.1614","21.4138"
2,"-2.59787","39.039","0.557703"
2,"-2.60341","21.6259","-6.81519"
2,"-2.7238","55.3247","32.6611"
0,"-3.10906","8.12389","53.5175"
2,"-2.73525","35.8359","-1.01567"
2,"-2.75946","34.775","-11.4154"
2,"-2.76532","44.7841","-9.33597"
2,"-2.84512","-29.1114","-1.31997"
2,"-2.87433","3.1519","8.74163"
2,"-2.88505","32.5934","-12.1637"
2,"-20.185","17.1931","-5.82612"
2,"-20.2575","17.6376","-7.06255"
2,"-20.3706","23.2366","3.79557"
2,"-20.5374","24.933","8.6305"
0,"-3.14511","10.0307","48.2458"
2,"-20.5836","32.8211","5.25092"
2,"-20.7452","21.141","-19.8672"
2,"-21.1222","18.8836","-16.2139"
2,"-21.5117","20.428","-19.2544"
2,"-22.3538","-20.3517","1.5107"
2,"-22.4392","10.3071","-7.76458"
2,"-22.4406","8.65167","-6.85496"
2,"-22.4615","27.8591","9.60449"
2,"-23.0895","9.04517","-7.85733"
2,"-23.13","15.3172","-19.5826"
0,"-3.17368","10.3476","56.8348"
2,"-23.1308","16.7911","-16.6235"
2,"-23.2659","25.3961","-1.10434"
2,"-23.3408","27.9777","2.01657"
2,"-23.8615","8.75696","-7.37548"
2,"-23.975","25.7605","2.39267"
2,"-24.0193","25.5625","-0.374203"
2,"-24.1452","25.0781","-0.658662"
2,"-24.433","15.8733","-18.8332"
2,"-24.4735","25.9594","-0.920208"
2,"-24.5359","15.4247","-20.5546"
0,"-0.777998","21.1594","45.2066"
0,"-3.18405","11.4745","52.962"
2,"-24.6218","13.1782","-17.8731"
2,"-24.6928","13.8046","-27.6146"
2,"-25.5061","9.22218","-8.18612"
2,"-25.7685","16.772","-29.1512"
2,"-25.8353","14.8761","-18.5802"
2,"-26.0952","27.0743","-0.121309"
2,"-26.2623","14.2836","-19.3185"
2,"-26.3776","15.1486","-9.30589"
2,"-26.4877","17.0503","-25.2668"
2,"-26.5474","17.5638","-27.3467"
0,"-3.2115","15.1973","57.2948"
2,"-26.5482","18.4832","-21.8627"
2,"-26.5843","19.0169","-25.999"
2,"-26.838","13.039","-18.613"
2,"-26.8423","15.6682","2.31085"
2,"-26.8847","1.46777","-30.2996"
2,"-27.2757","0.156392","-26.9569"
2,"-27.3896","18.8074","-28.2414"
2,"-27.5695","15.9272","-27.5545"
2,"-27.6872","35.2692","-25.1959"
2,"-27.9545","17.1954","-26.3054"
0,"-3.21592","12.402","41.6851"
2,"-27.9616","15.1237","3.22867"
2,"-28.0992","21.0806","-19.7572"
2,"-28.1167","14.1117","1.72591"
2,"-28.1546","16.207","1.56254"
2,"-28.1755","17.1031","-28.9599"
2,"-28.2842","19.0087","-26.5495"
2,"-28.2907","17.4489","-20.4505"
2,"-28.2939","-1.67309","-30.9869"
2,"-28.6805","17.8849","-24.5155"
2,"-28.7268","17.8732","-26.4269"
0,"-3.2916","2.949","44.6063"
2,"-28.7326","9.11462","-16.7242"
2,"-28.9013","14.0697","3.65558"
2,"-28.9944","18.1084","-27.4129"
2,"-29.0393","24.0782","-13.4806"
2,"-29.057","16.9452","-27.1801"
2,"-29.2623","22.0519","-18.2992"
2,"-29.3351","17.0543","-25.985"
2,"-29.5786","17.29","-1.26333"
2,"-29.651","18.4113","-26.2603"
2,"-29.9665","21.9132","-20.6406"
0,"-3.2933","14.5139","51.66"
2,"-3.03027","38.203","-0.841639"
2,"-3.08577","66.8008","2.94585"
2,"-3.1143","34.3302","-9.87952"
2,"-3.26943","34.7797","-1.2097"
2,"-3.28443","19.3616","-8.71971"
2,"-3.34975","17.3727","-11.5863"
2,"-3.35321","35.7912","-9.55853"
2,"-3.36156","-0.897145","6.98755"
2,"-3.3702","33.076","-3.89325"
2,"-3.42493","-33.1695","20.2213"
0,"-3.33589","17.6926","38.9021"
2,"-3.46856","64.3057","2.241"
2,"-3.49286","66.9867","0.723021"
2,"-3.4949","65.5878","0.588655"
2,"-3.53625","32.5649","-3.51381"
2,"-3.58498","67.6131","1.93701"
2,"-3.63835","35.0896","-10.606"
2,"-3.66787","34.5101","-0.832155"
2,"-3.70423","32.6614","-3.21725"
2,"-3.74343","17.2555","-32.8136"
2,"-3.89257","65.848","2.16241"
0,"-3.39564","19.8478","-16.4451"
2,"-3.90716","53.0642","31.2996"
2,"-3.99253","37.5925","0.370616"
2,"-30.169","20.034","-19.5398"
2,"-30.207","16.0439","-1.49558"
2,"-30.2857","18.8198","-28.6499"
2,"-30.4089","1.26021","5.11804"
2,"-30.7995","13.469","-12.7893"
2,"-31.2037","12.0154","-11.1283"
2,"-31.3655","26.1291","-22.4655"
2,"-31.8181","22.735","-18.4607"
0,"-3.40902","36.1309","6.20974"
2,"-32.0772","14.7609","-9.67379"
2,"-32.3534","-0.866126","3.71088"
2,"-32.5857","20.5315","-19.9721"
2,"-32.8356","13.9455","-14.9"
2,"-33.5016","12.0382","-15.3742"
2,"-33.7028","41.7714","-2.21506"
2,"-33.7168","14.2555","-17.0249"
2,"-33.797","-4.7712","-49.5229"
2,"-33.7972","15.6264","-15.0398"
2,"-33.9918","15.6966","-16.6698"
0,"-3.43273","15.5655","54.0631"
2,"-34.1141","-2.26094","4.63531"
2,"-34.7765","14.9269","-17.984"
2,"-34.9717","8.02794","-26.5744"
2,"-35.0417","14.5213","-16.0443"
2,"-35.1177","16.7564","-15.5909"
2,"-35.125","18.9681","-19.4417"
2,"-35.1262","13.1771","-16.8817"
2,"-35.1783","15.9416","-13.778"
2,"-35.248","13.9143","-14.6216"
2,"-35.5314","15.8335","-16.7748"
0,"-3.47592","13.12","49.8336"
2,"-35.781","-6.18437","-48.1058"
2,"-35.9322","16.1953","-18.4172"
2,"-36.0829","-4.62086","-50.4286"
2,"-36.1076","-4.22285","-48.7223"
2,"-36.1981","3.56575","-29.1107"
2,"-36.2493","14.3088","-17.8387"
2,"-36.2568","-0.911662","-18.1042"
2,"-36.4854","-2.35865","-48.2022"
2,"-36.4915","17.5475","-17.0398"
2,"-36.6839","13.7637","-16.1812"
0,"-0.779052","-28.5847","-0.0517354"
0,"-3.51198","18.6299","54.9642"
2,"-36.7616","-5.28978","-49.6895"
2,"-36.7722","15.2059","-14.9895"
2,"-36.8743","17.3153","-14.8521"
2,"-36.8812","-3.70458","43.0931"
2,"-37.1012","-3.93358","-49.2901"
2,"-37.1388","15.4771","-16.8778"
2,"-37.267","-4.43027","-50.1257"
2,"-37.4241","-5.29529","-48.8866"
2,"-37.5052","-4.69096","-49.6567"
2,"-37.6404","-4.52968","-48.0388"
0,"-3.56154","19.0854","45.5243"
2,"-37.7074","-4.49557","-49.7598"
2,"-37.7352","-2.77352","-49.7396"
2,"-37.8024","-3.95641","-49.8345"
2,"-37.8193","-6.93695","-53.291"
2,"-37.9018","-4.43917","-49.2541"
2,"-37.9616","-10.0845","-2.43468"
2,"-38.174","-2.2243","-40.5175"
2,"-38.1821","-7.49586","-50.6152"
2,"-38.4165","-4.78662","-50.73"
2,"-38.5047","-2.45107","-20.1437"
0,"-3.61067","12.4012","59.465"
2,"-38.7425","-5.69282","-52.1777"
2,"-38.7796","-6.11227","-51.2367"
2,"-38.9896","-4.70139","-54.0314"
2,"-39.0975","23.5834","8.8635"
2,"-39.131","-4.77139","-52.2817"
2,"-39.1461","-3.43602","-21.073"
2,"-39.153","-5.11843","-51.5202"
2,"-39.1635","23.4129","9.84121"
2,"-39.2139","-6.05818","-52.6712"
2,"-39.3133","-9.04404","-54.0015"
0,"-3.62593","-28.1477","-0.191574"
2,"-39.33","-5.843","43.5865"
2,"-39.365","-3.85777","-51.604"
2,"-39.3693","-1.41189","-20.4537"
2,"-39.484","-5.51717","-50.9631"
2,"-39.4919","16.3338","-16.831"
2,"-39.5011","10.2681","16.9316"
2,"-39.5313","24.33","9.71097"
2,"-39.585","22.4373","9.38747"
2,"-39.6116","-2.05416","-19.1095"
2,"-39.6627","-6.11423","-51.3561"
0,"-3.72231","16.6619","51.948"
2,"-39.6636","-2.27754","-21.0782"
2,"-39.7504","-8.4504","-6.01872"
2,"-39.772","-6.91371","-51.193"
2,"-39.7856","-8.6251","-50.4525"
2,"-39.7866","24.3193","8.7239"
2,"-39.7908","-5.29138","-50.3063"
2,"-39.7977","23.5982","9.29962"
2,"-39.7994","-2.77316","-20.4243"
2,"-39.8038","-6.10979","-49.2269"
2,"-39.8095","-5.88563","-50.7141"
0,"-3.72336","-7.65528","-1.08477"
2,"-39.8853","-6.37677","-54.0477"
2,"-39.9111","23.1486","8.48284"
2,"-39.9386","-5.26188","-51.0857"
2,"-4.08998","18.0798","-32.7729"
2,"-4.09906","40.6569","-3.75032"
2,"-4.12239","33.3313","-11.2932"
2,"-4.16796","-28.7591","-2.15902"
2,"-4.17393","-37.7047","23.4838"
2,"-4.26366","-5.10801","14.4841"
2,"-4.30003","54.1683","4.28375"
0,"-3.73775","8.07149","49.2067"
2,"-4.30377","31.4617","-11.6673"
2,"-4.32459","-29.2306","-0.501584"
2,"-4.35797","-43.7851","24.015"
2,"-4.38716","-4.25083","12.4853"
2,"-4.38739","-30.8676","27.778"
2,"-4.3896","52.0419","32.9343"
2,"-4.45834","43.9067","25.2479"
2,"-4.46123","33.2459","-12.7948"
2,"-4.51455","44.5151","26.8519"
2,"-4.53148","49.869","32.5358"
0,"-3.75277","9.8431","54.0167"
2,"-4.57777","54.726","3.80415"
2,"-4.59079","46.0742","26.9955"
2,"-4.60454","51.409","30.7521"
2,"-4.61363","15.4663","-3.00652"
2,"-4.62097","-11.0","0.849266"
2,"-4.65984","-15.3597","24.9053"
2,"-4.6866","31.7492","-3.43524"
2,"-4.71575","43.0468","28.5073"
2,"-4.72163","34.262","-8.21055"
2,"-4.77101","-38.4243","23.3366"
0,"-3.76228","8.41847","55.8275"
2,"-4.78461","-10.6731","32.5756"
2,"-4.83679","54.3373","30.2132"
2,"-4.86501","-17.7154","-14.7593"
2,"-4.9175","45.1528","28.3618"
2,"-40.0173","-4.04331","-50.4682"
2,"-40.056","-5.54921","-52.0298"
2,"-40.0865","-1.96171","-20.6311"
2,"-40.1248","-5.68798","-51.2371"
2,"-40.1375","23.413","10.361"
2,"-40.1381","12.4237","12.4701"
0,"-3.77093","13.5663","45.2159"
2,"-40.1391","23.2719","9.41324"
2,"-40.1585","-4.82094","-53.2773"
2,"-40.2447","-6.53005","-52.0668"
2,"-40.3175","-2.26563","-20.1031"
2,"-40.3277","-4.58537","-51.5"
2,"-40.4321","-7.10683","-49.6585"
2,"-40.4508","-1.81733","-21.3356"
2,"-40.4639","-2.60872","-20.7114"
2,"-40.5011","24.1618","9.6436"
2,"-40.5897","23.7649","8.79738"
0,"-0.814152","15.3184","52.4643"
0,"-3.7908","8.35685","45.0468"
2,"-40.6663","-6.07818","-50.5234"
2,"-40.7402","-5.08029","-49.4125"
2,"-40.7655","-7.72521","-52.6099"
2,"-40.8213","-4.91065","-52.9007"
2,"-40.8496","7.57111","19.2911"
2,"-40.8758","-3.07082","-51.9649"
2,"-40.941","-6.95571","-51.0541"
2,"-40.9518","-4.85958","-50.6168"
2,"-40.9657","-1.3329","-20.2767"
2,"-40.9931","-5.02334","-54.2976"
0,"-3.80876","1.21231","-11.4333"
2,"-41.0741","38.2302","24.2671"
2,"-41.1161","-8.55084","-0.619556"
2,"-41.1543","-12.0344","-7.24369"
2,"-41.1579","22.6404","9.46147"
2,"-41.1766","-6.21524","-53.3551"
2,"-41.2863","-3.80318","-53.3125"
2,"-41.3671","15.0554","-13.0884"
2,"-41.3729","-5.83705","-51.5756"
2,"-41.4411","-5.771","-46.9518"
2,"-41.5614","-4.48419","-52.1791"
0,"-3.81123","10.3048","46.2215"
2,"-41.5893","-2.5018","-20.9154"
2,"-41.5932","-2.44507","-49.0013"
2,"-42.1455","-6.24668","-50.2064"
2,"-42.1673","-5.15309","-53.1065"
2,"-42.1687","-8.28283","3.10661"
2,"-42.2256","-6.5594","-52.3357"
2,"-42.2447","-8.55247","-50.5774"
2,"-42.3621","-3.89208","-50.5269"
2,"-42.4407","-1.35466","-19.4772"
2,"-42.704","-4.82402","-50.7452"
0,"-3.84209","21.3017","56.6562"
2,"-43.0461","4.5389","15.327"
2,"-43.1946","-11.0102","-2.81575"
2,"-43.2176","-5.30519","-48.3523"
2,"-43.6382","-5.14401","-3.02132"
2,"-43.7943","-2.15079","1.60187"
2,"-43.8684","-4.85154","-51.4337"
2,"-43.938","2.87664","16.3422"
2,"-43.9435","-6.59713","-6.70508"
2,"-44.1916","6.79471","15.7242"
2,"-44.3081","6.97034","14.9501"
0,"-3.84754","11.8588","54.8933"
2,"-44.9076","-8.63224","-0.993347"
2,"-44.9896","-7.52286","5.92567"
2,"-45.3073","-6.53384","1.99482"
2,"-45.3284","-19.2489","3.63205"
2,"-45.444","3.25165","14.4931"
2,"-46.5234","-23.083","4.71234"
2,"-46.8676","-9.51725","-6.3407"
2,"-47.8666","-9.2536","-2.59032"
2,"-48.4317","-5.69504","-3.61246"
2,"-5.01342","65.3597","2.40658"
0,"-3.88338","12.2437","47.9567"
2,"-5.01896","-29.8688","28.4561"
2,"-5.02679","52.5165","29.4467"
2,"-5.05563","46.774","25.8444"
2,"-5.05821","-34.2486","18.9978"
2,"-5.1355","-13.047","3.46509"
2,"-5.14894","-39.888","16.8306"
2,"-5.18753","53.7629","33.0217"
2,"-5.21004","-13.1625","3.52089"
2,"-5.31739","36.0122","-9.33059"
2,"-5.33997","35.5981","-11.2119"
0,"-3.89797","11.216","49.6501"
2,"-5.34026","45.506","25.3528"
2,"-5.34586","45.3136","23.4171"
2,"-5.46144","-39.9214","24.8947"
2,"-5.57146","6.83414","9.91993"
2,"-5.58261","42.6351","26.7255"
2,"-5.6043","52.5262","31.2203"
2,"-5.62092","47.8471","27.4829"
2,"-5.62725","-40.1064","25.1102"
2,"-5.65651","48.7504","30.8232"
2,"-5.69597","-1.71498","-4.93703"
0,"-3.93716","6.10375","48.5338"
2,"-5.71736","43.3076","22.1933"
2,"-5.74508","55.3923","32.0531"
2,"-5.74939","-37.3475","22.7445"
2,"-5.75995","45.2643","26.6774"
2,"-5.7818","53.7444","31.6093"
2,"-5.80784","28.1678","7.96369"
2,"-5.86149","44.3912","25.9726"
2,"-5.86747","-5.56707","12.0949"
2,"-5.88429","41.3454","-1.45045"
2,"-5.92951","52.2353","32.4122"
0,"-3.95125","2.29646","28.5736"
2,"-5.94595","-31.645","19.9135"
2,"-5.96949","41.8112","-7.80365"
2,"-5.98712","51.0215","31.5444"
2,"-50.8059","-33.9233","17.8851"
2,"-51.7808","-6.53724","5.91815"
2,"-6.02092","48.8866","30.4685"
2,"-6.02758","46.8982","28.7662"
2,"-6.05149","45.5364","27.6504"
2,"-6.05664","-42.3487","12.1534"
2,"-6.0627","-17.9315","25.5687"
0,"-3.99714","7.48011","38.7661"
2,"-6.08228","-34.027","14.5898"
2,"-6.09047","-41.221","19.1635"
2,"-6.14323","46.2699","26.8352"
2,"-6.15915","16.3608","2.57346"
2,"-6.16255","51.0021","33.6051"
2,"-6.16327","53.7249","28.7436"
2,"-6.17178","-42.134","20.2625"
2,"-6.20521","29.4117","7.88788"
2,"-6.2058","46.9035","24.4333"
2,"-6.20822","51.1164","29.5645"
0,"-0.0918028","13.7284","48.4641"
0,"-0.839511","10.0566","56.9722"
0,"-30.3441","-22.3594","-21.5283"
2,"-6.22895","44.2143","27.341"
2,"-6.23911","45.8581","25.9743"
2,"-6.26021","53.3078","30.401"
2,"-6.28041","52.736","34.2313"
2,"-6.3262","-17.5056","7.46267"
2,"-6.3714","16.3848","2.1333"
2,"-6.37749","-42.2611","13.0607"
2,"-6.39778","-40.6461","18.035"
2,"-6.40942","44.1564","29.1226"
2,"-6.42479","45.4663","26.5268"
0,"-30.8826","-17.106","-22.1869"
2,"-6.4326","16.8899","-9.80772"
2,"-6.43986","51.9955","30.5904"
2,"-6.46477","33.517","-11.3992"
2,"-6.54148","55.0191","30.2911"
2,"-6.55576","47.2094","25.854"
2,"-6.56595","50.159","25.5026"
2,"-6.56675","49.9358","25.6603"
2,"-6.60833","42.6237","25.0188"
2,"-6.62079","45.524","26.6033"
2,"-6.64499","44.4846","24.6778"
0,"-31.186","20.301","-15.2026"
2,"-6.67204","28.4958","6.0125"
2,"-6.67381","53.2079","31.5319"
2,"-6.67873","52.4901","31.6727"
2,"-6.70671","13.695","-2.80332"
2,"-6.76177","45.7408","27.0911"
2,"-6.77395","-38.0009","22.1644"
2,"-6.79441","-44.068","23.0632"
2,"-6.83421","44.9855","26.8879"
2,"-6.83565","53.3228","32.6299"
2,"-6.84019","27.4592","5.80299"
0,"-31.4038","15.1597","5.27984"
2,"-6.85186","52.7008","31.3883"
2,"-6.85743","-4.28581","12.4888"
2,"-6.89349","-34.1486","14.8613"
2,"-6.90332","52.7484","31.0889"
2,"-6.90758","44.884","26.0205"
2,"-6.96409","45.4884","26.5037"
2,"-7.00345","54.7606","33.5983"
2,"-7.07278","45.7457","25.3927"
2,"-7.09349","51.6469","31.461"
2,"-7.12885","46.1941","26.4867"
0,"-32.2503","-14.5334","-21.7061"
2,"-7.19642","52.5747","29.6551"
2,"-7.21336","50.3029","32.3461"
2,"-7.24693","10.5625","11.2621"
2,"-7.2566","-2.15436","-5.12789"
2,"-7.26599","-2.40669","11.6095"
2,"-7.27417","-5.29416","26.0067"
2,"-7.30571","54.3541","31.724"
2,"-7.30633","43.6398","26.3742"
2,"-7.31534","45.1428","27.8805"
2,"-7.32244","52.0999","32.5863"
0,"-32.633","-18.5078","-17.5087"
2,"-7.36493","-12.1151","23.8192"
2,"-7.43772","28.3268","5.69426"
2,"-7.43823","51.9772","28.0042"
2,"-7.4995","-16.2281","-0.911559"
2,"-7.53382","53.5864","30.6669"
2,"-7.56062","47.2804","28.3199"
2,"-7.63341","52.3467","30.8801"
2,"-7.63865","-30.1691","17.3159"
2,"-7.65343","17.3268","-5.74863"
2,"-7.65855","50.1852","30.2545"
0,"-32.8353","18.6859","23.8263"
2,"-7.66207","52.9498","31.8255"
2,"-7.67343","-4.65224","12.4362"
2,"-7.7177","45.9557","24.1245"
2,"-7.74378","-3.63277","12.1827"
2,"-7.74445","48.8051","28.7389"
2,"-7.76966","-3.97116","14.8476"
2,"-7.79011","46.6444","27.5239"
2,"-7.85905","54.4493","29.2278"
2,"-7.89096","50.9764","30.4491"
2,"-7.96198","39.1861","28.305"
0,"-32.8534","-10.352","-25.3385"
2,"-7.96629","27.9434","-4.80915"
2,"-8.00691","26.8232","-2.57667"
2,"-8.01685","-5.5602","13.8548"
2,"-8.04224","45.5408","26.3717"
2,"-8.07156","16.6276","-45.0494"
2,"-8.09371","56.094","31.5006"
2,"-8.09816","-28.4611","25.1928"
2,"-8.12316","48.1262","29.3319"
2,"-8.152","53.0273","33.8105"
2,"-8.19479","51.1318","33.7146"
0,"-33.6674","-10.3653","22.7643"
2,"-8.20871","28.7522","-10.7498"
2,"-8.32226","-38.5929","18.9443"
2,"-8.40652","-0.409587","12.0012"
2,"-8.45277","47.0114","25.4117"
2,"-8.47143","51.4334","31.8825"
2,"-8.51314","51.3877","29.8834"
2,"-8.51672","-40.4538","12.402"
2,"-8.60781","-42.4661","12.3564"
2,"-8.64296","44.3343","25.2345"
2,"-8.64922","-28.8419","15.3733"
0,"-33.8888","-23.1693","-14.925"
2,"-8.70452","-3.84761","-7.08332"
2,"-8.72497","32.4996","0.813624"
2,"-8.7838","54.1235","32.5724"
2,"-8.81402","52.8343","31.1989"
2,"-8.86597","-41.7891","13.0918"
2,"-8.89868","27.7976","-6.41085"
2,"-8.94266","3.51599","1.63977"
2,"-8.9441","52.975","29.2836"
2,"-8.97275","-44.0817","21.7758"
2,"-8.98449","-6.76237","5.11214"
0,"-0.877541","15.9007","50.4715"
0,"-4.03609","11.9931","51.2568"
2,"-8.9986","-29.4889","16.6614"
2,"-9.04164","-35.9695","17.8783"
2,"-9.05627","46.274","28.1943"
2,"-9.09242","25.5129","-3.80216"
2,"-9.10485","49.5092","31.333"
2,"-9.16263","-34.8819","19.5082"
2,"-9.19019","3.42597","1.04786"
2,"-9.19471","4.66815","19.7981"
2,"-9.21248","54.3293","30.7436"
2,"-9.21624","15.1648","-14.4769"
0,"-4.1642","19.2627","52.0852"
2,"-9.24827","44.0746","23.1209"
2,"-9.28133","-34.6509","15.8511"
2,"-9.28182","30.8063","4.72591"
2,"-9.30106","-2.7548","13.7701"
2,"-9.36254","-30.696","15.0531"
2,"-9.37721","-33.0708","24.2644"
2,"-9.51195","-8.82188","9.27208"
2,"-9.53104","29.1628","4.62279"
2,"-9.63772","32.441","-13.7099"
2,"-9.71833","52.35","32.6375"
0,"-4.19438","31.9555","-13.6612"
2,"-9.71877","25.6203","-2.96766"
2,"-9.80413","-27.9254","55.4185"
2,"-9.82337","45.5225","26.6759"
2,"-9.98123","25.1895","-2.78112"
2,"0.0026977","46.3894","26.2698"
2,"0.0350097","66.6745","3.09596"
2,"0.0394825","65.2226","2.556"
2,"0.0597598","66.059","0.474112"
2,"0.0766172","42.4394","-8.4743"
2,"0.092724","-15.4021","24.1322"
0,"-4.19576","3.78862","54.8932"
2,"0.109267","42.6103","-10.5318"
2,"0.165049","23.9902","-13.3625"
2,"0.181075","26.6178","-6.76367"
2,"0.202634","43.8191","-11.2424"
2,"0.2061","17.8365","-28.4743"
2,"0.228647","-4.17016","-16.9753"
2,"0.303487","64.5052","1.2323"
2,"0.329673","38.618","-5.14767"
2,"0.353809","42.7333","-11.6282"
2,"0.362775","38.8471","-13.7973"
0,"-4.19791","5.2669","52.4593"
2,"0.367813","44.7709","23.4029"
2,"0.389943","-1.94827","17.815"
2,"0.413806","20.4683","16.1863"
2,"0.573461","-10.4401","-30.9792"
2,"0.591197","66.202","1.6946"
2,"0.616378","46.3448","22.9896"
2,"0.632062","43.9005","-8.47117"
2,"0.744315","-38.3723","13.7237"
2,"0.855857","40.6957","-6.29183"
2,"0.86104","18.1442","-27.2655"
0,"-4.21292","2.27887","52.3666"
2,"0.913684","22.3948","-13.9471"
2,"1.00959","-13.5858","-6.22796"
2,"1.0455","42.6639","-9.07674"
2,"1.04726","22.6111","-15.2614"
2,"1.05791","-6.75717","5.45088"
2,"1.08121","-12.1781","-6.2586"
2,"1.15433","-11.7972","11.4166"
2,"1.17354","-0.633112","18.0976"
2,"1.20556","-28.8358","11.6303"
2,"1.21624","41.8871","-10.8861"
0,"-4.22857","10.3475","51.4314"
2,"1.2235","-11.5192","11.1628"
2,"1.24871","42.9535","-4.18972"
2,"1.29243","45.6192","24.1434"
2,"1.30875","43.1105","-10.3174"
2,"1.32448","-1.34682","27.4522"
2,"1.36915","41.2772","-12.0877"
2,"1.39548","46.2927","21.0185"
2,"1.43446","43.2829","-10.5805"
2,"1.47961","44.4644","-6.29837"
2,"1.48706","-14.1742","-56.8412"
0,"-4.23598","-30.8146","-14.6453"
2,"1.57485","23.6224","-14.3487"
2,"1.6502","43.4332","-7.79778"
2,"1.65824","41.7241","-8.33222"
2,"1.66495","-8.05196","4.97163"
2,"1.69162","-37.0939","11.1249"
2,"1.7083","-5.41338","22.554"
2,"1.7266","40.5756","-7.8157"
2,"1.72858","44.9237","-12.2795"
2,"1.75774","42.9057","-11.2992"
2,"1.80082","-6.55191","22.7285"
0,"-4.24817","15.4059","44.9359"
2,"1.80834","24.1929","-16.9252"
2,"1.88417","40.041","-10.8018"
2,"1.91075","-28.0917","9.68402"
2,"1.92825","-28.0918","9.68395"
2,"1.93207","-27.7989","9.4012"
2,"1.93302","19.9957","7.1602"
2,"1.94171","20.6269","7.57209"
2,"1.98246","-5.46872","0.195857"
2,"10.0273","-2.81721","-18.2179"
2,"10.1602","-10.8627","31.5967"
0,"-4.26288","53.6655","4.63152"
2,"10.2015","-13.5077","1.68436"
2,"10.245","-2.67957","-17.8871"
